HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.list,Input.item_1_condition,Input.field_1_1,Input.item_2_condition,Input.field_2_1,Input.item_3_condition,Input.field_3_1,Input.item_4_condition,Input.field_4_1,Input.item_5_condition,Input.field_5_1,Answer.Choice1,Answer.Choice2,Answer.Choice3,Answer.Choice4,Answer.Choice5,Answer.ChoiceSample1,Answer.ChoiceSample2,Answer.english,Answer.foreignlang,Answer.numanswered,Answer.useragent,Approve,Reject
3Q7TKIAPOU8940DUB0NQ8HJQEC5DLP,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:42 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:42 PDT 2019,,,352YTHGROXBX5S95H7C015S12M5H4L,A13P7QQDWVU76V,Submitted,Sun Apr 28 13:38:06 PDT 2019,Sun Apr 28 13:39:00 PDT 2019,Wed May 01 13:39:00 PDT 2019,,,,54,0% (0/0),0% (0/0),0% (0/0),331,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=387-acceptability=1,The patient certainly did imagine that some ladies are surrendering.,experiment=NPI-env=superlative-npi=any-crucial_item=youngest-licensor=1-scope=1-npi_present=1-paradigm=1849-acceptability=1,The cashiers should dislike the youngest cashiers that any dancers have helped.,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=0-npi_present=1-paradigm=497-acceptability=0,"While the students admire the ladies, the girls will ever tour the restaurants.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=really-licensor=0-scope=1-npi_present=1-paradigm=5482-acceptability=0,The girls might really imagine that any dishes did resemble a waitress.,4,2,3,6,2,6,2,1,1,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3AJA9FLWSDW4CJJKH3L341UJ9LRFIO,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:32 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:32 PDT 2019,,,3S06PH7KST2Z1D7K8TA8CM60YA31DK,A140YK07NHCPOF,Submitted,Sun Apr 28 13:43:50 PDT 2019,Sun Apr 28 13:46:10 PDT 2019,Wed May 01 13:46:10 PDT 2019,,,,140,0% (0/0),0% (0/0),0% (0/0),219,experiment=NPI-env=superlative-npi=ever-crucial_item=nice-licensor=0-scope=0-npi_present=1-paradigm=291-acceptability=0,The ladies can ever love the nice people that the guy had insulted.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=1-npi_present=1-paradigm=533-acceptability=1,No teenager ever did say that the grocery stores resemble the report.,experiment=NPI-env=adverbs-npi=any-crucial_item=always-licensor=0-scope=0-npi_present=0-paradigm=1762-acceptability=1,The drivers who always wore glasses cleaned the reports.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=any-crucial_item=newest-licensor=1-scope=0-npi_present=1-paradigm=1481-acceptability=0,Any hair resembled the newest malls that waitresses had criticized.,2,3,4,6,1,,,1,0,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",x,
307FVKVSYSDXPJ5ZEVLNM87J6F747U,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:36 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:36 PDT 2019,,,3IXEICO794H1PO4E0PM4CMF39776T6,A14ADQ7RUN6TDY,Submitted,Sun Apr 28 13:45:20 PDT 2019,Sun Apr 28 13:47:18 PDT 2019,Wed May 01 13:47:18 PDT 2019,,,,118,0% (0/0),0% (0/0),0% (0/0),262,experiment=NPI-env=adverbs-npi=any-crucial_item=hardly-licensor=1-scope=0-npi_present=1-paradigm=1942-acceptability=0,A child who hardly breaks cups has examined any stories.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=1-npi_present=0-paradigm=85-acceptability=1,Some adult has often explained that the glasses resemble a movie.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=1-paradigm=5639-acceptability=0,Any gals were imagining that some senators might arrive at the restaurants.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=not-licensor=1-scope=1-npi_present=1-paradigm=5936-acceptability=1,These actresses are not saying that any books had disagreed.,1,4,3,6,5,,,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
33NKDW9FFYGUZ2O5PNV3Z5WV0L3CXA,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:31 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:31 PDT 2019,,,33PPUNGG3A3QXJBXY5EK957GQQ7RZ5,A14DRED7XJ1F2V,Submitted,Sun Apr 28 13:48:01 PDT 2019,Sun Apr 28 13:48:44 PDT 2019,Wed May 01 13:48:44 PDT 2019,,,,43,0% (0/0),0% (0/0),0% (0/0),17,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=0-npi_present=0-paradigm=1490-acceptability=1,These men say that the dancer is fleeing from the museums.,experiment=NPI-env=superlative-npi=ever-crucial_item=cheapest-licensor=1-scope=0-npi_present=1-paradigm=315-acceptability=0,The waitresses ever tour the cheapest restaurants that the students had arrived at.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=0-npi_present=1-paradigm=994-acceptability=0,The senators had ever thought that no adults will worry.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=not-licensor=1-scope=0-npi_present=0-paradigm=5722-acceptability=1,These women had imagined that the pedestrians are not standing up.,6,2,3,6,5,6,2,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
38VTL6WC4BBY0M50F9UX4DXUAAB5Y1,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:25 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:25 PDT 2019,,,3NOKK93PR363DKFWGCG7PO7FNV8EE9,A14PFRHG0A2YY9,Submitted,Sun Apr 28 13:46:22 PDT 2019,Sun Apr 28 13:49:01 PDT 2019,Wed May 01 13:49:01 PDT 2019,,,,159,0% (0/0),0% (0/0),0% (0/0),431,experiment=NPI-env=quantifier-npi=ever-crucial_item=every-licensor=1-scope=0-npi_present=1-paradigm=1085-acceptability=0,Every woman who can leave the boys ever dropped by malls.,experiment=NPI-env=superlative-npi=any-crucial_item=fast-licensor=0-scope=1-npi_present=1-paradigm=1547-acceptability=0,The pedestrians can respect the fast people that any ladies have observed.,experiment=NPI-env=superlative-npi=ever-crucial_item=most serious-licensor=1-scope=1-npi_present=0-paradigm=468-acceptability=1,A guy helps the most serious boys that the man had often remembered.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=1-scope=1-npi_present=0-paradigm=111-acceptability=1,Should the doctors fortunately hate the customers?,1,2,5,6,2,6,2,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3XABXM4AJ238E2XGMXK63B4JDRV8Q3,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:39 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:39 PDT 2019,,,34QN5IT0T1PNDTQBV2VSCP9PIRZ089,A1506T1PAYRT16,Submitted,Sun Apr 28 13:34:40 PDT 2019,Sun Apr 28 13:36:08 PDT 2019,Wed May 01 13:36:08 PDT 2019,,,,88,0% (0/0),0% (0/0),0% (0/0),310,experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=1-npi_present=0-paradigm=139-acceptability=1,"If the men also work with the women, the customer will arrive at the museums.",experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=none of the-licensor=1-scope=0-npi_present=0-paradigm=318-acceptability=1,The guys had really imagined that none of the museums would resemble the child.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=not-licensor=1-scope=1-npi_present=1-paradigm=5773-acceptability=1,These drivers were not thinking that any people were fleeing from the libraries.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=quantifier-npi=any-crucial_item=the-licensor=0-scope=1-npi_present=0-paradigm=808-acceptability=1,The driver who explored those banks has walked through more than three movie theaters.,1,1,2,6,4,,,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Safari/537.36",x,
37VUR2VJ6BNM913CIUAW4WSUV6O1C7,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:31 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:31 PDT 2019,,,35USIKEBNTE3UBZU3T0S3N9BKPK6N4,A15YTDVEQ4N2RZ,Submitted,Sun Apr 28 13:37:41 PDT 2019,Sun Apr 28 13:39:06 PDT 2019,Wed May 01 13:39:06 PDT 2019,,,,85,0% (0/0),0% (0/0),0% (0/0),18,experiment=NPI-env=superlative-npi=ever-crucial_item=cheapest-licensor=1-scope=0-npi_present=1-paradigm=315-acceptability=0,The waitresses ever tour the cheapest restaurants that the students had arrived at.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=0-npi_present=1-paradigm=994-acceptability=0,The senators had ever thought that no adults will worry.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=not-licensor=1-scope=0-npi_present=0-paradigm=5722-acceptability=1,These women had imagined that the pedestrians are not standing up.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=0-npi_present=0-paradigm=1490-acceptability=1,These men say that the dancer is fleeing from the museums.,2,3,5,6,5,6,2,1,1,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3JGHED38EEPDNQJJ329U2XBQ1G5Y78,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:24 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:24 PDT 2019,,,34YB12FSQ0MZ9M3035UE2ZX09DEGMH,A16A7XL38V8WH9,Submitted,Sun Apr 28 13:45:49 PDT 2019,Sun Apr 28 13:46:58 PDT 2019,Wed May 01 13:46:58 PDT 2019,,,,69,0% (0/0),0% (0/0),0% (0/0),410,experiment=NPI-env=superlative-npi=ever-crucial_item=youngest-licensor=1-scope=0-npi_present=0-paradigm=9-acceptability=1,The people could clearly leave the youngest dancer that the teacher has praised.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=none of the-licensor=1-scope=1-npi_present=0-paradigm=5811-acceptability=1,None of the cashiers think that those women could compete.,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=0-npi_present=0-paradigm=244-acceptability=1,The boys clearly wonder whether the ladies admired the guests.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=0-npi_present=1-paradigm=221-acceptability=0,"While the teenagers attack the senators, the doctors will ever remember the actresses.",4,5,5,6,2,6,1,1,0,5,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
30QQTY5GMLIW6HZET1C5ZC5D5SV7UK,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:24 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:24 PDT 2019,,,3GD6L00D3UV257DXLM9BVCTU7OYM1Q,A17ZMF7GGP6HKO,Submitted,Sun Apr 28 14:18:52 PDT 2019,Sun Apr 28 14:21:11 PDT 2019,Wed May 01 14:21:11 PDT 2019,,,,139,0% (0/0),0% (0/0),0% (0/0),413,experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=1-scope=1-npi_present=0-paradigm=486-acceptability=1,Has the waiter obviously walked through the schools?,experiment=NPI-env=only-npi=ever-crucial_item=only-licensor=1-scope=0-npi_present=1-paradigm=406-acceptability=0,The man ever scanned only the newspaper articles.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=none of the-licensor=1-scope=1-npi_present=1-paradigm=5758-acceptability=1,None of the teachers might say that any pants were shrinking.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=none of the-licensor=1-scope=1-npi_present=0-paradigm=26-acceptability=1,None of the pedestrians are really explaining that the pedestrians were fleeing from a student.,4,2,2,6,6,6,1,1,0,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
337F8MIIM0BJ785FTW0E7TXWY1140U,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:32 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:32 PDT 2019,,,3D8YOU6S9GIGP1J30UCEHI15SLCU6J,A18EYTWBCV8NKE,Submitted,Sun Apr 28 13:33:48 PDT 2019,Sun Apr 28 13:36:03 PDT 2019,Wed May 01 13:36:03 PDT 2019,,,,135,0% (0/0),0% (0/0),0% (0/0),213,experiment=NPI-env=adverbs-npi=any-crucial_item=often-licensor=0-scope=1-npi_present=0-paradigm=1974-acceptability=1,A pedestrian who often observes these dancers admired books.,experiment=NPI-env=superlative-npi=any-crucial_item=new-licensor=0-scope=0-npi_present=0-paradigm=1052-acceptability=1,Those rugs resemble the new chair that ladies had bought.,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=1-npi_present=1-paradigm=435-acceptability=0,"While the girls ever respect the ladies, the pedestrians will pass the movie theaters.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=1-paradigm=298-acceptability=0,The actor has ever explained that some boys talked to the students.,5,2,2,6,2,5,2,1,0,5,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Safari/537.36",x,
3NI0WFPPIAEXMV9TCKTT4RHAUS760H,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:25 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:25 PDT 2019,,,3K3R2QNK8D137KL1Y1FQ1SS7IMOU9Y,A18TH5WAX1D1BL,Submitted,Sun Apr 28 14:06:19 PDT 2019,Sun Apr 28 14:07:46 PDT 2019,Wed May 01 14:07:46 PDT 2019,,,,87,0% (0/0),0% (0/0),0% (0/0),443,experiment=NPI-env=superlative-npi=ever-crucial_item=small-licensor=0-scope=0-npi_present=0-paradigm=360-acceptability=1,The waitresses had fortunately remembered the small teenagers that the dancers have observed.,experiment=NPI-env=quantifier-npi=any-crucial_item=some-licensor=0-scope=1-npi_present=1-paradigm=986-acceptability=0,Some waiters who skate around any grocery stores do talk to the students.,experiment=NPI-env=superlative-npi=any-crucial_item=most serious-licensor=1-scope=0-npi_present=0-paradigm=1731-acceptability=1,These doctors would remember the most serious girls that dancers had forgotten.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=0-npi_present=1-paradigm=1688-acceptability=0,Any teachers wonder whether the pedestrian discusses documentaries.,3,2,4,6,3,6,2,1,0,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3LVTFB9DE6GN7H3Y5VWUVOLH1A7QG0,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:34 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:34 PDT 2019,,,3KB8R4ZV1G53QVZ3CG45OJM6XE9GBR,A19ED8FYO6CA36,Submitted,Sun Apr 28 13:36:54 PDT 2019,Sun Apr 28 13:38:47 PDT 2019,Wed May 01 13:38:47 PDT 2019,,,,113,0% (0/0),0% (0/0),0% (0/0),84,experiment=NPI-env=quantifier-npi=ever-crucial_item=any-licensor=1-scope=1-npi_present=0-paradigm=1005-acceptability=1,Any teachers who should clearly approach the people investigated some actors.,experiment=NPI-env=only-npi=ever-crucial_item=only-licensor=1-scope=0-npi_present=1-paradigm=497-acceptability=0,The person might ever hate only the cashiers.,experiment=NPI-env=adverbs-npi=ever-crucial_item=sometimes-licensor=0-scope=0-npi_present=0-paradigm=689-acceptability=1,The ladies obviously imagined that the men sometimes mutter.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=0-npi_present=1-paradigm=889-acceptability=0,The actresses ever say that the girl helped the doctors.,1,1,4,6,2,6,1,1,0,5,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; rv:11.0) like Gecko,x,
3RHLQY6EDU2D6S6958O9M0HFSQAD4W,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:32 PDT 2019,2,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:32 PDT 2019,,,3IJXV6UZ1ZH42TMNY1QY9A4QUD5RI8,A19O7OCARDFGDS,Rejected,Sun Apr 28 13:47:12 PDT 2019,Sun Apr 28 13:48:18 PDT 2019,Wed May 01 13:48:18 PDT 2019,,Sun Apr 28 14:04:41 PDT 2019,Failed attention check.,66,0% (0/1),0% (0/1),0% (0/1),225,experiment=NPI-env=quantifier-npi=ever-crucial_item=a lot of-licensor=0-scope=0-npi_present=1-paradigm=1651-acceptability=0,A lot of children who could describe the reports should ever talk to guys.,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=1-npi_present=0-paradigm=909-acceptability=1,"While the customers often examine the stories, the students will kiss the pedestrians.",experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=really-licensor=0-scope=0-npi_present=1-paradigm=5322-acceptability=0,Any students were saying that the men have really driven to the hospital.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=only-npi=ever-crucial_item=even-licensor=0-scope=0-npi_present=0-paradigm=697-acceptability=1,The teenagers might also work with even the women.,1,2,1,5,2,,,1,1,5,Mozilla/5.0 (Android 7.1.1; Mobile; rv:63.0) Gecko/63.0 Firefox/63.0,,
3TZDZ3Y0JT4KB3W96A0526RMPLL19Q,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:31 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:31 PDT 2019,,,3QBD8R3Z23H7X9VSLK7QLEP2E8LO4I,A1ARN694JG0PPN,Submitted,Sun Apr 28 13:54:09 PDT 2019,Sun Apr 28 13:54:38 PDT 2019,Wed May 01 13:54:38 PDT 2019,,,,29,0% (0/0),0% (0/0),0% (0/0),2,experiment=NPI-env=quantifier-npi=ever-crucial_item=more than three-licensor=0-scope=1-npi_present=1-paradigm=1348-acceptability=0,More than three adults who had ever taken some newspaper articles leave girls.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=not-licensor=1-scope=1-npi_present=0-paradigm=5285-acceptability=1,Those customers are not imagining that these art galleries did resemble the actresses.,experiment=NPI-env=only-npi=ever-crucial_item=only-licensor=1-scope=1-npi_present=0-paradigm=431-acceptability=1,Only a girl might really discuss the pedestrians.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=1-npi_present=1-paradigm=1732-acceptability=0,"While the actor flees from any schools, the cashier will visit the ladies.",3,4,5,6,2,6,2,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3FTID4TN8MWC2B8L7WA4L2TRW0AYLH,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:31 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:31 PDT 2019,,,3SUWZRL0M0BZ05MHAUX9D0F26XL6EH,A1ARN694JG0PPN,Submitted,Sun Apr 28 13:52:20 PDT 2019,Sun Apr 28 13:52:45 PDT 2019,Wed May 01 13:52:45 PDT 2019,,,,25,0% (0/0),0% (0/0),0% (0/0),13,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=1-npi_present=0-paradigm=1661-acceptability=1,The girls say that the boys were working with those teenagers.,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=0-npi_present=1-paradigm=90-acceptability=0,The people ever wonder whether the waiter has exited the college campuses.,experiment=NPI-env=adverbs-npi=any-crucial_item=often-licensor=0-scope=1-npi_present=1-paradigm=1463-acceptability=0,The people who often see any girls will lift brochures.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=1-scope=1-npi_present=1-paradigm=1674-acceptability=1,Do the teenagers scan any documentaries?,6,4,5,6,6,6,2,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3XAOZ9UYR0PQ32DVNCBRO1HBZLOQ10,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:31 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:31 PDT 2019,,,3IQ1VMJRYVIJSB73SWYZ1RGDBJVA91,A1ARN694JG0PPN,Submitted,Sun Apr 28 13:49:34 PDT 2019,Sun Apr 28 13:50:03 PDT 2019,Wed May 01 13:50:03 PDT 2019,,,,29,0% (0/0),0% (0/0),0% (0/0),21,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=1-npi_present=1-paradigm=1856-acceptability=0,The patients say that the men have worn any gloves.,experiment=NPI-env=quantifier-npi=any-crucial_item=the-licensor=0-scope=0-npi_present=0-paradigm=257-acceptability=1,The boy who has kissed many guys had discussed these reports.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=none of the-licensor=1-scope=1-npi_present=0-paradigm=5496-acceptability=1,None of the teachers have imagined that those teenagers should conspire.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=not-licensor=1-scope=1-npi_present=1-paradigm=675-acceptability=1,The adults should not ever imagine that a book will win.,4,5,5,6,3,6,2,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
