""	"metadata"	"experiment"	"environment"	"npi"	"crucial_item"	"licensor"	"scope"	"npi_present"	"paradigm"	"acceptability"	"sentence"	"rand_int"
"1001"	"experiment=NPI-env=only-npi=any-crucial_item=_-licensor=1-scope=0-npi_present=1-paradigm=1583"	"NPI"	"only"	"any"	"_"	"1"	"0"	"1"	"1583"	0	"From what the man heard, any guys only reference the students."	227
"1012"	"experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=not-licensor=1-scope=0-npi_present=0-paradigm=810"	"NPI"	"sentential_negation_biclausal"	"ever"	"not"	"1"	"0"	"0"	"810"	1	"The senator should really think that the waiter had not taken the books."	230
"1041"	"experiment=NPI-env=superlative-npi=any-crucial_item=worst-licensor=1-scope=1-npi_present=0-paradigm=1506"	"NPI"	"superlative"	"any"	"worst"	"1"	"1"	"0"	"1506"	1	"The cashiers listened to the worst people that these patients had cared for."	232
"105"	"experiment=NPI-env=quantifier-npi=any-crucial_item=the-licensor=0-scope=0-npi_present=0-paradigm=969"	"NPI"	"quantifier"	"any"	"the"	"0"	"0"	"0"	"969"	1	"The student who boycotts more than three restaurants had talked about the boys."	233
"1082"	"experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=really-licensor=0-scope=0-npi_present=1-paradigm=5368"	"NPI"	"sentential_negation_biclausal"	"any"	"really"	"0"	"0"	"1"	"5368"	0	"Any pedestrians were thinking that those dancers have really joked around."	234
"1102"	"experiment=NPI-env=adverbs-npi=any-crucial_item=often-licensor=0-scope=0-npi_present=1-paradigm=1903"	"NPI"	"adverbs"	"any"	"often"	"0"	"0"	"1"	"1903"	0	"The senators who will often hate women might see any ladies."	235
"112"	"experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=0-npi_present=0-paradigm=1828"	"NPI"	"questions"	"any"	"whether"	"1"	"0"	"0"	"1828"	1	"The dancers wonder whether the women criticize schools."	236
"122"	"experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=0-npi_present=1-paradigm=365"	"NPI"	"questions"	"ever"	"whether"	"1"	"0"	"1"	"365"	0	"The guests ever wonder whether the waitresses run around the banks."	248
"126"	"experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=1-paradigm=5164"	"NPI"	"determiner_negation_biclausal"	"any"	"some"	"0"	"0"	"1"	"5164"	0	"Just as the lady said, any patients say that some plays have won."	251
"127"	"experiment=NPI-env=superlative-npi=any-crucial_item=long-licensor=0-scope=1-npi_present=0-paradigm=1548"	"NPI"	"superlative"	"any"	"long"	"0"	"1"	"0"	"1548"	1	"The boys examined the long story that the senators had remembered."	251
"1281"	"experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=0-npi_present=0-paradigm=1069"	"NPI"	"conditional"	"any"	"if"	"1"	"0"	"0"	"1069"	1	"If the adults talk to the boys, the doctors will bike to the movie theaters."	252
"133"	"experiment=NPI-env=superlative-npi=any-crucial_item=youngest-licensor=1-scope=0-npi_present=0-paradigm=1511"	"NPI"	"superlative"	"any"	"youngest"	"1"	"0"	"0"	"1511"	1	"The adults are fleeing from the youngest women that people had observed."	258
"141"	"experiment=NPI-env=adverbs-npi=any-crucial_item=rarely-licensor=1-scope=1-npi_present=1-paradigm=1188"	"NPI"	"adverbs"	"any"	"rarely"	"1"	"1"	"1"	"1188"	1	"The guests who will rarely listen to any drivers had discussed public parks."	265
"1441"	"experiment=NPI-env=quantifier-npi=ever-crucial_item=all-licensor=1-scope=0-npi_present=1-paradigm=1460"	"NPI"	"quantifier"	"ever"	"all"	"1"	"0"	"1"	"1460"	0	"All children who do criticize some dancers have ever cleaned many forks."	266
"1461"	"experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=0-npi_present=0-paradigm=177"	"NPI"	"questions"	"ever"	"whether"	"0"	"0"	"0"	"177"	1	"The pedestrians obviously say that the teacher had escaped from the senators."	267
"1471"	"experiment=NPI-env=superlative-npi=ever-crucial_item=new-licensor=0-scope=0-npi_present=0-paradigm=529"	"NPI"	"superlative"	"ever"	"new"	"0"	"0"	"0"	"529"	1	"The teachers might often take the new chairs that the actors have bought."	267
"1481"	"experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=really-licensor=0-scope=1-npi_present=0-paradigm=5598"	"NPI"	"sentential_negation_biclausal"	"any"	"really"	"0"	"1"	"0"	"5598"	1	"Those patients are really saying that those boys had laughed."	268
"150"	"experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=1-npi_present=1-paradigm=419"	"NPI"	"questions"	"ever"	"whether"	"1"	"1"	"1"	"419"	1	"The drivers wonder whether the waitresses ever bike to the restaurants."	269
"1512"	"experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=0-npi_present=0-paradigm=706"	"NPI"	"conditional"	"ever"	"if"	"1"	"0"	"0"	"706"	1	"If the boy buys the gloves, the adult will obviously break the plates."	271
"152"	"experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=0-npi_present=0-paradigm=900"	"NPI"	"determiner_negation_biclausal"	"ever"	"no"	"1"	"0"	"0"	"900"	1	"Just as the cashier said, a senator has clearly imagined that no customers will reunite."	272
"1541"	"experiment=NPI-env=quantifier-npi=any-crucial_item=all-licensor=1-scope=0-npi_present=1-paradigm=561"	"NPI"	"quantifier"	"any"	"all"	"1"	"0"	"1"	"561"	0	"All teenagers who hugged some customers returned to any teachers."	273
"157"	"experiment=NPI-env=adverbs-npi=any-crucial_item=always-licensor=0-scope=1-npi_present=0-paradigm=1321"	"NPI"	"adverbs"	"any"	"always"	"0"	"1"	"0"	"1321"	1	"The adults who have always attacked the boys remembered cafes."	276
"158"	"experiment=NPI-env=quantifier-npi=any-crucial_item=some-licensor=0-scope=1-npi_present=1-paradigm=22"	"NPI"	"quantifier"	"any"	"some"	"0"	"1"	"1"	"22"	0	"Some person who described any actors has attacked the people."	276
"160"	"experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=no-licensor=1-scope=1-npi_present=1-paradigm=5298"	"NPI"	"determiner_negation_biclausal"	"any"	"no"	"1"	"1"	"1"	"5298"	1	"As the woman knows, no doctors have thought that any patients have boycotted the hospitals."	277
"1611"	"experiment=NPI-env=only-npi=any-crucial_item=_-licensor=0-scope=0-npi_present=1-paradigm=1598"	"NPI"	"only"	"any"	"_"	"0"	"0"	"1"	"1598"	0	"From what the teenager heard, any customers even boycotted the movie theaters."	277
"168"	"experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=0-npi_present=0-paradigm=1591"	"NPI"	"conditional"	"any"	"while"	"0"	"0"	"0"	"1591"	1	"While the waitresses visit the senators, the guys will be at those libraries."	285
"1741"	"experiment=NPI-env=superlative-npi=ever-crucial_item=youngest-licensor=1-scope=1-npi_present=0-paradigm=258"	"NPI"	"superlative"	"ever"	"youngest"	"1"	"1"	"0"	"258"	1	"The girls had loved the youngest boys that the guys have clearly observed."	287
"175"	"experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=not-licensor=1-scope=1-npi_present=0-paradigm=5220"	"NPI"	"sentential_negation_biclausal"	"any"	"not"	"1"	"1"	"0"	"5220"	1	"Those men are not imagining that those waitresses have worked with the child."	292
"1832"	"experiment=NPI-env=quantifier-npi=ever-crucial_item=the-licensor=0-scope=0-npi_present=1-paradigm=1897"	"NPI"	"quantifier"	"ever"	"the"	"0"	"0"	"1"	"1897"	0	"The patients who explored some restaurants should ever return to more than three actors."	302
"1842"	"experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=not-licensor=1-scope=0-npi_present=1-paradigm=656"	"NPI"	"sentential_negation_biclausal"	"ever"	"not"	"1"	"0"	"1"	"656"	0	"An actress has ever imagined that the teachers have not debated."	303
"193"	"experiment=NPI-env=superlative-npi=ever-crucial_item=good-licensor=0-scope=0-npi_present=1-paradigm=591"	"NPI"	"superlative"	"ever"	"good"	"0"	"0"	"1"	"591"	0	"A teacher ever praised the good movie that the guest had forgotten."	309
"1981"	"experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=0-npi_present=1-paradigm=1893"	"NPI"	"conditional"	"any"	"if"	"1"	"0"	"1"	"1893"	0	"If the drivers care for the girls, the waitresses will attack any doctors."	314
"2002"	"experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=1-npi_present=0-paradigm=5535"	"NPI"	"determiner_negation_biclausal"	"any"	"some"	"0"	"1"	"0"	"5535"	1	"As the man knows, some guests imagined that these senators shrug."	315
"208"	"experiment=NPI-env=quantifier-npi=ever-crucial_item=all-licensor=1-scope=1-npi_present=1-paradigm=1311"	"NPI"	"quantifier"	"ever"	"all"	"1"	"1"	"1"	"1311"	1	"All waiters who ever attacked many adults do approach a lot of dancers."	324
"2171"	"experiment=NPI-env=adverbs-npi=any-crucial_item=rarely-licensor=1-scope=0-npi_present=0-paradigm=1415"	"NPI"	"adverbs"	"any"	"rarely"	"1"	"0"	"0"	"1415"	1	"The senator who rarely disliked pamphlets had cleaned these forks."	335
"2202"	"experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=1-npi_present=1-paradigm=5512"	"NPI"	"determiner_negation_biclausal"	"any"	"some"	"0"	"1"	"1"	"5512"	0	"From what the actress heard, some children explain that any senators can attack the men."	338
"2261"	"experiment=NPI-env=quantifier-npi=ever-crucial_item=a-licensor=0-scope=1-npi_present=1-paradigm=1363"	"NPI"	"quantifier"	"ever"	"a"	"0"	"1"	"1"	"1363"	0	"A customer who had ever toured more than three public parks skates around more than three schools."	342
"228"	"experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=not-licensor=1-scope=0-npi_present=0-paradigm=5206"	"NPI"	"sentential_negation_biclausal"	"any"	"not"	"1"	"0"	"0"	"5206"	1	"These guests were imagining that these teenagers have not spun around."	343
"2351"	"experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=really-licensor=0-scope=0-npi_present=1-paradigm=510"	"NPI"	"sentential_negation_biclausal"	"ever"	"really"	"0"	"0"	"1"	"510"	0	"The pedestrians have ever imagined that the doctor had really watched the guys."	348
"241"	"experiment=NPI-env=only-npi=ever-crucial_item=_-licensor=0-scope=0-npi_present=1-paradigm=819"	"NPI"	"only"	"ever"	"_"	"0"	"0"	"1"	"819"	0	"Just as the person said, the patient will ever take even the glasses."	351
"248"	"experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=1-npi_present=1-paradigm=1052"	"NPI"	"questions"	"any"	"whether"	"0"	"1"	"1"	"1052"	0	"The teenagers say that the boy hugged any waiters."	356
"2531"	"experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=really-licensor=0-scope=1-npi_present=1-paradigm=326"	"NPI"	"sentential_negation_biclausal"	"ever"	"really"	"0"	"1"	"1"	"326"	0	"The guests had really ever imagined that the doctors had broken the plates."	359
"2552"	"experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=1-npi_present=0-paradigm=574"	"NPI"	"determiner_negation_biclausal"	"ever"	"no"	"1"	"1"	"0"	"574"	1	"From what the person heard, no doctor has certainly thought that the reports can win."	360
"258"	"experiment=NPI-env=adverbs-npi=ever-crucial_item=rarely-licensor=1-scope=1-npi_present=1-paradigm=674"	"NPI"	"adverbs"	"ever"	"rarely"	"1"	"1"	"1"	"674"	1	"The boys rarely ever said that the drivers fled from the libraries."	361
"264"	"experiment=NPI-env=quantifier-npi=any-crucial_item=each-licensor=1-scope=1-npi_present=1-paradigm=467"	"NPI"	"quantifier"	"any"	"each"	"1"	"1"	"1"	"467"	1	"Each child who was returning to any art galleries was examining many essays."	367
"265"	"experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=not-licensor=1-scope=1-npi_present=0-paradigm=47"	"NPI"	"sentential_negation_biclausal"	"ever"	"not"	"1"	"1"	"0"	"47"	1	"The patients have not really imagined that the lady can buy the newspaper articles."	367
"266"	"experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=really-licensor=0-scope=1-npi_present=0-paradigm=592"	"NPI"	"sentential_negation_biclausal"	"ever"	"really"	"0"	"1"	"0"	"592"	1	"The doctor should really clearly say that a woman should talk about an report."	367
"271"	"experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=1-npi_present=0-paradigm=1329"	"NPI"	"conditional"	"any"	"if"	"1"	"1"	"0"	"1329"	1	"If the cashier returns to these actors, the children will return to the high schools."	371
"281"	"experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=1-npi_present=0-paradigm=471"	"NPI"	"conditional"	"ever"	"if"	"1"	"1"	"0"	"471"	1	"If the people fortunately break the plates, the child will describe the reports."	379
"2911"	"experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=777"	"NPI"	"determiner_negation_biclausal"	"ever"	"some"	"0"	"0"	"0"	"777"	1	"Just as the customer said, the people will really say that some students murmur."	387
"312"	"experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=0-npi_present=1-paradigm=1051"	"NPI"	"questions"	"any"	"whether"	"0"	"0"	"1"	"1051"	0	"Any cashiers say that the customers reference the waiters."	401
"316"	"experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=not-licensor=1-scope=0-npi_present=1-paradigm=5141"	"NPI"	"sentential_negation_biclausal"	"any"	"not"	"1"	"0"	"1"	"5141"	0	"Any pedestrians would say that these children can not work with the teachers."	403
"318"	"experiment=NPI-env=quantifier-npi=any-crucial_item=every-licensor=1-scope=1-npi_present=0-paradigm=870"	"NPI"	"quantifier"	"any"	"every"	"1"	"1"	"0"	"870"	1	"Every patient who left those senators would listen to many patients."	406
"3301"	"experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=1-npi_present=1-paradigm=231"	"NPI"	"conditional"	"ever"	"while"	"0"	"1"	"1"	"231"	0	"While the waitresses ever investigate the children, the actors will criticize the cashiers."	411
"332"	"experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=1-npi_present=1-paradigm=831"	"NPI"	"conditional"	"ever"	"if"	"1"	"1"	"1"	"831"	1	"If the man ever goes to the grocery stores, the women will like the ladies."	413
"3451"	"experiment=NPI-env=quantifier-npi=any-crucial_item=some-licensor=0-scope=1-npi_present=0-paradigm=853"	"NPI"	"quantifier"	"any"	"some"	"0"	"1"	"0"	"853"	1	"Some people who sell the chairs did return to students."	422
"372"	"experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=0-npi_present=1-paradigm=1226"	"NPI"	"conditional"	"any"	"while"	"0"	"0"	"1"	"1226"	0	"While the senator breaks the cups, the boy will bike to any hospitals."	443
"378"	"experiment=NPI-env=adverbs-npi=any-crucial_item=hardly-licensor=1-scope=1-npi_present=0-paradigm=1449"	"NPI"	"adverbs"	"any"	"hardly"	"1"	"1"	"0"	"1449"	1	"An actress who hardly criticized those actresses cleaned rugs."	447
"398"	"experiment=NPI-env=only-npi=any-crucial_item=_-licensor=1-scope=1-npi_present=1-paradigm=1044"	"NPI"	"only"	"any"	"_"	"1"	"1"	"1"	"1044"	1	"From what the dancer heard, only the drivers went to any banks."	467
"414"	"experiment=NPI-env=adverbs-npi=ever-crucial_item=sometimes-licensor=0-scope=0-npi_present=0-paradigm=610"	"NPI"	"adverbs"	"ever"	"sometimes"	"0"	"0"	"0"	"610"	1	"The man clearly imagined that a guy had sometimes listened to the teenagers."	481
"433"	"experiment=NPI-env=only-npi=any-crucial_item=_-licensor=0-scope=1-npi_present=0-paradigm=1233"	"NPI"	"only"	"any"	"_"	"0"	"1"	"0"	"1233"	1	"As the teacher knows, even the students praised those adults."	499
"439"	"experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=0-npi_present=1-paradigm=428"	"NPI"	"determiner_negation_biclausal"	"ever"	"no"	"1"	"0"	"1"	"428"	0	"According to the adult, the person had ever imagined that no drivers cooked."	504
"476"	"experiment=NPI-env=only-npi=ever-crucial_item=_-licensor=1-scope=1-npi_present=0-paradigm=930"	"NPI"	"only"	"ever"	"_"	"1"	"1"	"0"	"930"	1	"From what the teacher heard, only the men clearly knew the pedestrians."	529
"480"	"experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=1-npi_present=0-paradigm=161"	"NPI"	"questions"	"ever"	"whether"	"1"	"1"	"0"	"161"	1	"The people wonder whether the actresses fortunately see the senators."	531
"486"	"experiment=NPI-env=only-npi=ever-crucial_item=_-licensor=1-scope=0-npi_present=1-paradigm=606"	"NPI"	"only"	"ever"	"_"	"1"	"0"	"1"	"606"	0	"According to the guy, the girls had ever remembered only the college campuses."	536
"508"	"experiment=NPI-env=superlative-npi=ever-crucial_item=fastest-licensor=1-scope=0-npi_present=0-paradigm=517"	"NPI"	"superlative"	"ever"	"fastest"	"1"	"0"	"0"	"517"	1	"The waiters obviously help the fastest waiters that the student has loved."	550
"510"	"experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=no-licensor=1-scope=1-npi_present=0-paradigm=5442"	"NPI"	"determiner_negation_biclausal"	"any"	"no"	"1"	"1"	"0"	"5442"	1	"Just as the actress said, no patients might think that these books described the children."	552
"520"	"experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=1-npi_present=0-paradigm=1018"	"NPI"	"conditional"	"any"	"while"	"0"	"1"	"0"	"1018"	1	"While the actor watches the cashiers, the woman will admire the customers."	562
"526"	"experiment=NPI-env=only-npi=ever-crucial_item=_-licensor=0-scope=0-npi_present=0-paradigm=846"	"NPI"	"only"	"ever"	"_"	"0"	"0"	"0"	"846"	1	"According to the lady, the guests really helped even the men."	567
"543"	"experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=1-npi_present=0-paradigm=1479"	"NPI"	"questions"	"any"	"whether"	"0"	"1"	"0"	"1479"	1	"The women say that the man does skate around those schools."	576
"547"	"experiment=NPI-env=superlative-npi=ever-crucial_item=big-licensor=0-scope=1-npi_present=1-paradigm=652"	"NPI"	"superlative"	"ever"	"big"	"0"	"1"	"1"	"652"	0	"The lady investigates the big high schools that the guest had ever walked through."	578
"560"	"experiment=NPI-env=superlative-npi=any-crucial_item=youngest-licensor=1-scope=1-npi_present=1-paradigm=1808"	"NPI"	"superlative"	"any"	"youngest"	"1"	"1"	"1"	"1808"	1	"The ladies had kissed the youngest actors that any teachers had known."	587
"568"	"experiment=NPI-env=quantifier-npi=ever-crucial_item=all-licensor=1-scope=1-npi_present=0-paradigm=1696"	"NPI"	"quantifier"	"ever"	"all"	"1"	"1"	"0"	"1696"	1	"All teenagers who fortunately forget some dancers had disliked teachers."	591
"586"	"experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=no-licensor=1-scope=0-npi_present=0-paradigm=5124"	"NPI"	"determiner_negation_biclausal"	"any"	"no"	"1"	"0"	"0"	"5124"	1	"According to the doctor, those people did imagine that no commentaries praised an essay."	601
"609"	"experiment=NPI-env=adverbs-npi=any-crucial_item=sometimes-licensor=0-scope=0-npi_present=0-paradigm=1202"	"NPI"	"adverbs"	"any"	"sometimes"	"0"	"0"	"0"	"1202"	1	"The adults who sometimes attacked teenagers have lifted the chairs."	613
"610"	"experiment=NPI-env=only-npi=any-crucial_item=_-licensor=0-scope=1-npi_present=1-paradigm=1674"	"NPI"	"only"	"any"	"_"	"0"	"1"	"1"	"1674"	0	"From what the cashier heard, even the cashiers watch any guests."	613
"631"	"experiment=NPI-env=only-npi=ever-crucial_item=_-licensor=1-scope=0-npi_present=0-paradigm=591"	"NPI"	"only"	"ever"	"_"	"1"	"0"	"0"	"591"	1	"Just as the guest said, the drivers also attack only the ladies."	628
"703"	"experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=1-npi_present=1-paradigm=1468"	"NPI"	"conditional"	"any"	"while"	"0"	"1"	"1"	"1468"	0	"While the patients hate any ladies, the dancer will dislike the essays."	681
"715"	"experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=0-npi_present=1-paradigm=1848"	"NPI"	"questions"	"any"	"whether"	"1"	"0"	"1"	"1848"	0	"Any men wonder whether the teacher observed senators."	689
"772"	"experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=really-licensor=0-scope=1-npi_present=1-paradigm=5718"	"NPI"	"sentential_negation_biclausal"	"any"	"really"	"0"	"1"	"1"	"5718"	0	"The cashiers should really say that any commentaries should reference an adult."	726
"818"	"experiment=NPI-env=superlative-npi=ever-crucial_item=oldest-licensor=1-scope=0-npi_present=1-paradigm=191"	"NPI"	"superlative"	"ever"	"oldest"	"1"	"0"	"1"	"191"	0	"The waiter ever respects the oldest waiters that the cashier has disliked."	765
"908"	"experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=1-npi_present=0-paradigm=456"	"NPI"	"conditional"	"ever"	"while"	"0"	"1"	"0"	"456"	1	"While the drivers also go to the restaurants, the people will discuss the newspaper articles."	824
"1134"	"experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=1-npi_present=0-paradigm=651"	"NPI"	"questions"	"ever"	"whether"	"0"	"1"	"0"	"651"	1	"The dancers say that the cashier also disliked the books."	999
"143"	"experiment=NPI-env=adverbs-npi=ever-crucial_item=often-licensor=0-scope=1-npi_present=1-paradigm=482"	"NPI"	"adverbs"	"ever"	"often"	"0"	"1"	"1"	"482"	0	"A teenager often ever imagined that a cashier discusses the movies."	111
"224"	"experiment=NPI-env=quantifier-npi=ever-crucial_item=more than three-licensor=0-scope=1-npi_present=0-paradigm=1726"	"NPI"	"quantifier"	"ever"	"more than three"	"0"	"1"	"0"	"1726"	1	"More than three actors who fortunately skated around a lot of movie theaters forget senators."	115
"314"	"experiment=NPI-env=superlative-npi=ever-crucial_item=big-licensor=0-scope=1-npi_present=0-paradigm=15"	"NPI"	"superlative"	"ever"	"big"	"0"	"1"	"0"	"15"	1	"A person would hate the big guest that the people have also admired."	119
"416"	"experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=0-scope=1-npi_present=0-paradigm=1608"	"NPI"	"simplequestions"	"ever"	"?"	"0"	"1"	"0"	"1608"	1	"The man does fortunately tour the banks."	124
"813"	"experiment=NPI-env=quantifier-npi=any-crucial_item=all-licensor=1-scope=0-npi_present=0-paradigm=956"	"NPI"	"quantifier"	"any"	"all"	"1"	"0"	"0"	"956"	1	"All teachers who could talk to a lot of pedestrians left those women."	136
"99"	"experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=1-scope=1-npi_present=0-paradigm=3513"	"NPI"	"simplequestions"	"any"	"?"	"1"	"1"	"0"	"3513"	1	"Could the teachers escape from those students?"	142
"1111"	"experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=1-scope=1-npi_present=0-paradigm=520"	"NPI"	"simplequestions"	"ever"	"?"	"1"	"1"	"0"	"520"	1	"Had the adults also referenced the children?"	147
"1212"	"experiment=NPI-env=superlative-npi=any-crucial_item=small-licensor=0-scope=1-npi_present=1-paradigm=1474"	"NPI"	"superlative"	"any"	"small"	"0"	"1"	"1"	"1474"	0	"The drivers bike to the small high school that any customers had described."	162
"149"	"experiment=NPI-env=quantifier-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=1-paradigm=814"	"NPI"	"quantifier"	"any"	"some"	"0"	"0"	"1"	"814"	0	"Some patients who had brought many pants were investigating any art galleries."	166
"1510"	"experiment=NPI-env=adverbs-npi=ever-crucial_item=sometimes-licensor=0-scope=1-npi_present=0-paradigm=900"	"NPI"	"adverbs"	"ever"	"sometimes"	"0"	"1"	"0"	"900"	1	"The doctor sometimes obviously thought that the waitresses worry."	168
"191"	"experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=0-npi_present=0-paradigm=1914"	"NPI"	"questions"	"any"	"whether"	"0"	"0"	"0"	"1914"	1	"The women say that the cashiers do drop by the malls."	182
"2010"	"experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=0-npi_present=1-paradigm=392"	"NPI"	"questions"	"ever"	"whether"	"0"	"0"	"1"	"392"	0	"The girls ever say that the students would praise the actresses."	185
"2110"	"experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=0-scope=1-npi_present=1-paradigm=713"	"NPI"	"simplequestions"	"ever"	"?"	"0"	"1"	"1"	"713"	0	"The pedestrian is ever escaping from the waitresses."	187
"263"	"experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=1-npi_present=1-paradigm=1798"	"NPI"	"questions"	"any"	"whether"	"1"	"1"	"1"	"1798"	1	"The boys wonder whether the guy was at any college campuses."	198
"325"	"experiment=NPI-env=adverbs-npi=ever-crucial_item=seldom-licensor=1-scope=0-npi_present=1-paradigm=36"	"NPI"	"adverbs"	"ever"	"seldom"	"1"	"0"	"1"	"36"	0	"The pedestrians ever thought that the cashier had seldom arrived at the college campuses."	214
"333"	"experiment=NPI-env=superlative-npi=ever-crucial_item=worst-licensor=1-scope=1-npi_present=1-paradigm=448"	"NPI"	"superlative"	"ever"	"worst"	"1"	"1"	"1"	"448"	1	"The person can go to the worst hospitals that the teacher had ever gone to."	217
"391"	"experiment=NPI-env=superlative-npi=any-crucial_item=nicest-licensor=1-scope=0-npi_present=1-paradigm=1675"	"NPI"	"superlative"	"any"	"nicest"	"1"	"0"	"1"	"1675"	0	"Any actresses remember the nicest waiter that brochures had insulted."	234
"451"	"experiment=NPI-env=superlative-npi=any-crucial_item=worst-licensor=1-scope=1-npi_present=0-paradigm=1445"	"NPI"	"superlative"	"any"	"worst"	"1"	"1"	"0"	"1445"	1	"The brochures had referenced the worst plays that the children have loved."	244
"461"	"experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=1-scope=1-npi_present=1-paradigm=2944"	"NPI"	"simplequestions"	"any"	"?"	"1"	"1"	"1"	"2944"	1	"Were the customers approaching any actresses?"	245
"473"	"experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=1-scope=1-npi_present=1-paradigm=1904"	"NPI"	"simplequestions"	"ever"	"?"	"1"	"1"	"1"	"1904"	1	"Do the teachers ever love the customers?"	247
"511"	"experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=0-npi_present=0-paradigm=1720"	"NPI"	"questions"	"any"	"whether"	"1"	"0"	"0"	"1720"	1	"Those girls wonder whether the teenagers had observed women."	256
"522"	"experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=0-scope=1-npi_present=0-paradigm=3753"	"NPI"	"simplequestions"	"any"	"?"	"0"	"1"	"0"	"3753"	1	"The actresses had hated the women."	260
"542"	"experiment=NPI-env=adverbs-npi=ever-crucial_item=often-licensor=0-scope=0-npi_present=1-paradigm=626"	"NPI"	"adverbs"	"ever"	"often"	"0"	"0"	"1"	"626"	0	"The customers ever explained that the dancer has often talked to the mouse."	263
"563"	"experiment=NPI-env=adverbs-npi=ever-crucial_item=seldom-licensor=1-scope=0-npi_present=0-paradigm=97"	"NPI"	"adverbs"	"ever"	"seldom"	"1"	"0"	"0"	"97"	1	"The women also think that the dancer has seldom sung."	266
"58"	"experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=0-scope=1-npi_present=1-paradigm=3998"	"NPI"	"simplequestions"	"any"	"?"	"0"	"1"	"1"	"3998"	0	"The patient could skate around any grocery stores."	268
"615"	"experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=0-npi_present=0-paradigm=8"	"NPI"	"conditional"	"ever"	"if"	"1"	"0"	"0"	"8"	1	"If the men talk to the cashiers, the student will also bring the newspaper articles."	275
