item_1_condition,field_1_1,item_2_condition,field_2_1,item_3_condition,field_3_1,item_4_condition,field_4_1,item_5_condition,field_5_1,list
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=1-npi_present=1-paradigm=339-acceptability=1,"In the guy's opinion, no waiters had ever explained that the children have seen.",experiment=NPI-env=only-npi=ever-crucial_item=_-licensor=0-scope=0-npi_present=0-paradigm=846-acceptability=1,"According to the lady, the guests really helped even the men.",experiment=NPI-env=quantifier-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=1050-acceptability=1,Some teacher who had bought many newspaper articles often did praise a lot of adults.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=ever-crucial_item=happiest-licensor=1-scope=0-npi_present=1-paradigm=862-acceptability=0,The girls could ever praise the happiest customer that the guys have referenced.,112
experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=1-npi_present=1-paradigm=419-acceptability=1,The drivers wonder whether the waitresses ever bike to the restaurants.,experiment=NPI-env=quantifier-npi=ever-crucial_item=each-licensor=1-scope=0-npi_present=0-paradigm=1594-acceptability=1,Each guy who cares for the cashiers has clearly respected many drivers.,experiment=NPI-env=only-npi=ever-crucial_item=_-licensor=1-scope=1-npi_present=1-paradigm=377-acceptability=1,"In the actor's opinion, only the woman could ever investigate the waiters.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=not-licensor=1-scope=1-npi_present=1-paradigm=5178-acceptability=1,The girls are not thinking that any plays could describe the drivers.,113
experiment=NPI-env=quantifier-npi=any-crucial_item=a-licensor=0-scope=0-npi_present=0-paradigm=390-acceptability=1,A child who exits some grocery stores is talking about the stories.,experiment=NPI-env=superlative-npi=ever-crucial_item=worst-licensor=1-scope=1-npi_present=0-paradigm=836-acceptability=1,The teenagers hugged the worst guest that the guests have often investigated.,experiment=NPI-env=only-npi=ever-crucial_item=_-licensor=1-scope=0-npi_present=1-paradigm=606-acceptability=0,"According to the guy, the girls had ever remembered only the college campuses.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=0-npi_present=0-paradigm=966-acceptability=1,"According to the student, the child has clearly thought that no dancers have profited.",114
experiment=NPI-env=quantifier-npi=any-crucial_item=all-licensor=1-scope=0-npi_present=0-paradigm=172-acceptability=1,All waitresses who had escaped from a lot of girls had bought those couches.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=5673-acceptability=1,"According to the waitress, the ladies think that some teachers can talk to the waitresses.",experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=0-scope=1-npi_present=1-paradigm=506-acceptability=0,The waitress has ever worn the gloves.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=ever-crucial_item=smallest-licensor=1-scope=0-npi_present=0-paradigm=654-acceptability=1,The boys also helped the smallest guys that the women had observed.,115
experiment=NPI-env=quantifier-npi=any-crucial_item=-licensor=0-scope=0-npi_present=0-paradigm=568-acceptability=1,Drivers who discussed a lot of banks brought these chairs.,experiment=NPI-env=adverbs-npi=ever-crucial_item=often-licensor=0-scope=0-npi_present=0-paradigm=841-acceptability=1,The waiter also imagines that the women often divorced.,experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=1-npi_present=0-paradigm=1488-acceptability=1,"While the actresses know those students, the customers will remember the pedestrians.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=0-npi_present=1-paradigm=117-acceptability=0,The teachers ever wonder whether the driver can tour the art galleries.,116
experiment=NPI-env=quantifier-npi=any-crucial_item=each-licensor=1-scope=1-npi_present=1-paradigm=467-acceptability=1,Each child who was returning to any art galleries was examining many essays.,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=1-npi_present=1-paradigm=828-acceptability=0,The adults say that the driver ever skated around the malls.,experiment=NPI-env=only-npi=ever-crucial_item=_-licensor=0-scope=1-npi_present=1-paradigm=37-acceptability=0,"From what the pedestrian heard, even the guys will ever arrive at the cafes.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=0-npi_present=1-paradigm=428-acceptability=0,"According to the adult, the person had ever imagined that no drivers cooked.",117
experiment=NPI-env=only-npi=ever-crucial_item=_-licensor=1-scope=0-npi_present=0-paradigm=561-acceptability=1,"According to the person, the teenagers would certainly sell only the forks.",experiment=NPI-env=quantifier-npi=any-crucial_item=some-licensor=0-scope=1-npi_present=0-paradigm=853-acceptability=1,Some people who sell the chairs did return to students.,experiment=NPI-env=only-npi=any-crucial_item=_-licensor=1-scope=1-npi_present=0-paradigm=1634-acceptability=1,"According to the adult, only the waiters explore the art galleries.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=1-npi_present=0-paradigm=305-acceptability=1,The patients wonder whether the boys clearly would explore the restaurants.,118
experiment=NPI-env=superlative-npi=ever-crucial_item=longest-licensor=1-scope=0-npi_present=1-paradigm=593-acceptability=0,The senators had ever described the longest essays that the woman had hated.,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=0-npi_present=1-paradigm=33-acceptability=0,The waiters ever wonder whether the dancer has skated around the banks.,experiment=NPI-env=only-npi=any-crucial_item=_-licensor=1-scope=1-npi_present=0-paradigm=1980-acceptability=1,"From what the lady heard, only the ladies investigated these banks.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=1-npi_present=1-paradigm=1021-acceptability=0,The girls say that the girl helped any ladies.,119
experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=1-npi_present=0-paradigm=1329-acceptability=1,"If the cashier returns to these actors, the children will return to the high schools.",experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=1-npi_present=1-paradigm=557-acceptability=0,"As the senator knows, some teachers have ever explained that the customers tour the cafes.",experiment=NPI-env=adverbs-npi=any-crucial_item=rarely-licensor=1-scope=0-npi_present=1-paradigm=1031-acceptability=0,The girl who has rarely kissed people might examine any books.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=only-npi=ever-crucial_item=_-licensor=0-scope=0-npi_present=0-paradigm=456-acceptability=1,"Just as the patient said, the people have certainly been at even the schools.",120
experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=0-npi_present=1-paradigm=1893-acceptability=0,"If the drivers care for the girls, the waitresses will attack any doctors.",experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=0-npi_present=0-paradigm=64-acceptability=1,The customers clearly say that the teenagers described the children.,experiment=NPI-env=quantifier-npi=ever-crucial_item=the-licensor=0-scope=1-npi_present=1-paradigm=1006-acceptability=0,The lady who had ever skated around a lot of malls has examined more than three documentaries.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=0-npi_present=1-paradigm=1315-acceptability=0,Any guys say that the customers hug the drivers.,121
experiment=NPI-env=adverbs-npi=ever-crucial_item=scarcely-licensor=1-scope=1-npi_present=0-paradigm=51-acceptability=1,A cashier scarcely also explains that a teenager referenced the customer.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=really-licensor=0-scope=0-npi_present=1-paradigm=5628-acceptability=0,Any waitresses could say that those patients are really investigating the high schools.,experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=1-scope=1-npi_present=0-paradigm=520-acceptability=1,Had the adults also referenced the children?,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=quantifier-npi=any-crucial_item=each-licensor=1-scope=1-npi_present=0-paradigm=409-acceptability=1,Each teenager who would buy those forks was referencing plays.,122
experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=1-scope=1-npi_present=1-paradigm=1904-acceptability=1,Do the teachers ever love the customers?,experiment=NPI-env=quantifier-npi=any-crucial_item=each-licensor=1-scope=0-npi_present=1-paradigm=795-acceptability=0,Each actor who referenced many teachers has toured any high schools.,experiment=NPI-env=adverbs-npi=ever-crucial_item=scarcely-licensor=1-scope=1-npi_present=0-paradigm=614-acceptability=1,A lady scarcely obviously explained that a woman returns to a child.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=1-npi_present=0-paradigm=180-acceptability=1,"From what the cashier heard, some waitress should also imagine that the doctors do drink.",123
experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=1-npi_present=1-paradigm=222-acceptability=1,"If the cashiers ever love the commentaries, the pedestrians will see the senators.",experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=0-npi_present=1-paradigm=530-acceptability=0,The pedestrians ever say that the men might dislike the high schools.,experiment=NPI-env=adverbs-npi=any-crucial_item=seldom-licensor=1-scope=0-npi_present=0-paradigm=1516-acceptability=1,The driver who should seldom break forks did kiss those children.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=0-scope=1-npi_present=0-paradigm=1561-acceptability=1,The dancers have fortunately fled from the banks.,124
experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=0-npi_present=0-paradigm=1828-acceptability=1,The dancers wonder whether the women criticize schools.,experiment=NPI-env=only-npi=ever-crucial_item=_-licensor=0-scope=0-npi_present=1-paradigm=819-acceptability=0,"Just as the person said, the patient will ever take even the glasses.",experiment=NPI-env=quantifier-npi=ever-crucial_item=-licensor=0-scope=0-npi_present=0-paradigm=1796-acceptability=1,Dancers who toured more than three movie theaters might often drive to the high schools.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=0-npi_present=0-paradigm=980-acceptability=1,"While the cashiers escape from the high schools, the boys will also flee from the actresses.",125
